SURVEY_NAME,BIRTHDATE,SEX,GENDER,Q1,Q1_YES,Q1_OTHER,ADDRESS,FAMILY_INCOME,Q2,SCHOOL,SCHOOL_TYPE,ACADEMIC_STATUS,COURSE,Q3,Q3_OTHER,Q4,Q5,Q6,Q6_OTHER,Q7,Q8,Q8_OTHER,Q9,Q9_OTHER,Q3_Free Higher Education (FHE),Q3_Tertiary Education Subsidy (TES),Q6_My family socioeconomic status,Q6_My enrollment in state/government school,Q6_The type of course I am enrolled in,Q6_Others,Q9_Uniform,Q9_Books and other school materials,Q9_Subsidy for school activities,Q9_Others,AGE
Student Survey Entry,2000,Female,Woman,No,,,"Albay,Malilipot","50,000 – 74,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,10,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,1.0,,,1.0,,,,,1.0,,23
Student Survey Entry,2000,Female,Woman,No,,,"Albay,Oas","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,1,My enrollment in state/government school,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,,1.0,,,1.0,1.0,1.0,,23
Student Survey Entry,1999,Male,Man,No,,,"Albay,Bacacay","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,10,"My family socioeconomic status,My enrollment in state/government school",,No,I will work part time to support it,,Subsidy for school activities,,1.0,,1.0,1.0,,,,,1.0,,24
Student Survey Entry,2001,Male,Man,No,,,"Sorsogon,Pilar","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),Ched merit (full),Yes,9,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,No,I will work part time to support it,,"Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,1.0,,,1.0,1.0,,22
Student Survey Entry,2000,Female,Woman,No,,,"Albay,Guinobatan","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,No,2,My enrollment in state/government school,,No,My parents or my other relatives will support it,,"Uniform,Subsidy for school activities",,1.0,,,1.0,,,1.0,,1.0,,23
Student Survey Entry,2000,Female,Man,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",Yes,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,7,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,23
Student Survey Entry,2000,Female,LGBTQIA+,No,,,"Sorsogon,Gubat","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,2,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,"Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,1.0,,,1.0,1.0,,23
Student Survey Entry,2000,Female,Woman,No,,,"Albay,City Of Tabaco","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,6,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,,1.0,1.0,,23
Student Survey Entry,2001,Male,Man,No,,,"Albay,Legazpi City (Capital)","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,4,"My family socioeconomic status,My enrollment in state/government school",,No,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,22
Student Survey Entry,2000,Male,Man,No,,,"Camarines Sur,Naga City","50,000 – 74,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,4,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,1.0,,,1.0,,,1.0,,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,Castilla","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,5,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,23
Student Survey Entry,2000,Male,Man,No,,,"Albay,Oas","50,000 – 74,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,4,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Albay,Guinobatan","25,000 – 49,999",No,Bicol University-Main,Local University and Colleges (LUC),Regular,Information Technology Education,Free Higher Education (FHE),,No,4,My enrollment in state/government school,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,1.0,,,1.0,,,1.0,1.0,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,No,4,"My family socioeconomic status,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,1.0,,1.0,,,1.0,,,23
Student Survey Entry,2000,Male,Man,No,,,"Albay,Daraga (Locsin)","75,000 – 99,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,3,My family socioeconomic status,,Yes,I will work part time to support it,,Subsidy for school activities,,1.0,,1.0,,,,,,1.0,,23
Student Survey Entry,2000,Male,Man,No,,,"Albay,City Of Ligao","50,000 – 74,999",Yes,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,4,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,1.0,,1.0,1.0,1.0,,1.0,1.0,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Albay,Daraga (Locsin)","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,2,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,,1.0,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,Juban","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,7,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,1.0,1.0,1.0,,,1.0,,,23
Student Survey Entry,2001,Male,Man,No,,,"Albay,Bacacay","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,1,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,1.0,,,1.0,,,1.0,1.0,,,22
Student Survey Entry,2000,Male,LGBTQIA+,No,,,"Albay,Daraga (Locsin)","50,000 – 74,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,5,My enrollment in state/government school,,No,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,,1.0,,,1.0,1.0,1.0,,23
Student Survey Entry,2000,Female,Woman,No,,,"Masbate,Claveria","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,No,6,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,,1.0,1.0,,23
Student Survey Entry,2001,Female,Woman,No,,,"Albay,Legazpi City (Capital)","25,000 – 49,999",Yes,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,No,6,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,22
Student Survey Entry,2000,Female,LGBTQIA+,No,,,"Camarines Sur,Magarao","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,5,"My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,"Subsidy for school activities,Others, please specify",,1.0,,,1.0,1.0,,,,1.0,1.0,23
Student Survey Entry,2000,Male,Man,No,,,"Albay,Guinobatan","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,10,The type of course I am enrolled in,,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,,1.0,,,1.0,,,23
Student Survey Entry,1998,Male,LGBTQIA+,No,,,"Albay,Legazpi City (Capital)","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,4,"My family socioeconomic status,My enrollment in state/government school",,No,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,25
Student Survey Entry,1999,Male,Man,No,,,"Ncr, Second District,Quezon City","50,000 – 74,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,"Free Higher Education (FHE),Tertiary Education Subsidy (TES)",,No,1,"Others, please specify",,No,"Others, please specify",,"Others, please specify",,1.0,1.0,,,,1.0,,,,1.0,24
Student Survey Entry,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,10,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,1.0,,,1.0,,,,,1.0,,23
Student Survey Entry,2000,Female,Man,No,,,"Albay,City Of Tabaco","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,5,My family socioeconomic status,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,,,,1.0,1.0,1.0,,23
Student Survey Entry,1999,Male,Man,No,,,"Camarines Norte,Daet (Capital)","50,000 – 74,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,24
Student Survey Entry,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","125,000 and above",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,No,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,1.0,,,1.0,,,1.0,1.0,,,23
Student Survey Entry,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","50,000 – 74,999",No,Bicol University-Main,Local University and Colleges (LUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,7,My enrollment in state/government school,,Yes,I will work part time to support it,,Uniform,,1.0,,,1.0,,,1.0,,,,23
Student Survey Entry,2000,Male,Man,No,,,"Albay,Camalig","Less than 25,000",Yes,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,2,My family socioeconomic status,,No,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,,,,1.0,1.0,1.0,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,Pilar","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,4,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,1.0,1.0,1.0,,,1.0,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Sorsogon,Bulusan","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,5,My enrollment in state/government school,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,,1.0,,,1.0,1.0,1.0,,23
Student Survey Entry,2000,Male,LGBTQIA+,No,,,"Albay,Legazpi City (Capital)","50,000 – 74,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,No,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,,1.0,,,1.0,1.0,1.0,,23
Student Survey Entry,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,"Free Higher Education (FHE),Tertiary Education Subsidy (TES)",,No,10,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,1.0,1.0,1.0,1.0,1.0,,,,1.0,,23
Student Survey Entry,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","50,000 – 74,999",No,Bicol University-Main,Local University and Colleges (LUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,10,"My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,1.0,,,1.0,,,23
Student Survey Entry,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","50,000 – 74,999",No,Bicol University-Main,Local University and Colleges (LUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,10,"My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,1.0,,,1.0,,,23
Student Survey Entry,2001,Female,Woman,No,,,"Sorsogon,Gubat","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,4,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,1.0,,,1.0,,,,,1.0,,22
Student Survey Entry,2001,Male,Man,No,,,"Albay,Malinao","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,,DOST-SEI,No,2,My family socioeconomic status,,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,,,1.0,,,,1.0,1.0,1.0,,22
Student Survey Entry,2000,Female,Woman,No,,,"Albay,City Of Tabaco","50,000 – 74,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,Subsidy for school activities,,1.0,,1.0,1.0,1.0,,,,1.0,,23
Student Survey Entry,2001,Female,Man,No,,,"Albay,City Of Tabaco","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),DOST-SEI,Yes,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,22
Student Survey Entry,2000,Male,Man,No,,,"Sorsogon,Casiguran","125,000 and above",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,,1.0,,,1.0,1.0,1.0,,23
Student Survey Entry,1999,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,6,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Uniform,,1.0,,,1.0,,,1.0,,,,24
Student Survey Entry,2000,Female,Woman,No,,,"Albay,City Of Tabaco","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,10,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,23
Student Survey Entry,2000,Male,Man,No,,,"Albay,Oas","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,No,1,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,1.0,,,1.0,,,,,1.0,,23
Student Survey Entry,2001,Female,Woman,No,,,"Albay,Bacacay","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,6,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,1.0,,1.0,1.0,1.0,,,,1.0,,22
Student Survey Entry,1998,Female,Man,No,,,"Sorsogon,Irosin","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Irregular,Science and Mathematics,Free Higher Education (FHE),,Yes,6,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,,,,1.0,1.0,1.0,,25
Student Survey Entry,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,No,1,"My family socioeconomic status,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,,1.0,,1.0,1.0,1.0,,23
Student Survey Entry,2001,Male,Man,No,,,"Albay,Daraga (Locsin)","50,000 – 74,999",Yes,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,"Free Higher Education (FHE),Tertiary Education Subsidy (TES)",,Yes,5,"My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,Uniform,,1.0,1.0,,1.0,1.0,,1.0,,,,22
Student Survey Entry,2001,Male,Man,No,,,"Albay,Daraga (Locsin)","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,8,"My family socioeconomic status,My enrollment in state/government school",,No,My parents or my other relatives will support it,,Books and other school materials,,1.0,,1.0,1.0,,,,1.0,,,22
Student Survey Entry,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,4,My enrollment in state/government school,,No,I will work part time to support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,23
Student Survey Entry,2001,Female,Woman,No,,,"Albay,Malinao","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,9,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,22
Student Survey Entry,2001,Male,Man,No,,,"Albay,Santo Domingo (Libog)","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Tertiary Education Subsidy (TES),,Yes,7,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,Books and other school materials,,,1.0,1.0,1.0,,,,1.0,,,22
Student Survey Entry,2000,Female,Woman,No,,,"Albay,Manito","Less than 25,000",Yes,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Tertiary Education Subsidy (TES),,Yes,8,My family socioeconomic status,,No,I will work part time to support it,,Subsidy for school activities,,,1.0,1.0,,,,,,1.0,,23
Student Survey Entry,2001,Female,Woman,No,,,"Albay,Oas","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,6,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,,1.0,1.0,,22
Student Survey Entry,2001,Female,Woman,No,,,"Albay,Daraga (Locsin)","Less than 25,000",Yes,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,22
Student Survey Entry,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Tertiary Education Subsidy (TES),,Yes,6,"My family socioeconomic status,The type of course I am enrolled in",,No,I will work part time to support it,,"Uniform,Subsidy for school activities",,,1.0,1.0,,1.0,,1.0,,1.0,,23
Student Survey Entry,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,7,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,1.0,,1.0,1.0,,,1.0,1.0,,,23
Student Survey Entry,2000,Male,Prefer not to say,No,,,"Camarines Sur,Gainza","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,4,My enrollment in state/government school,,No,My parents or my other relatives will support it,,"Others, please specify",Monthly allowance,1.0,,,1.0,,,,,,1.0,23
Student Survey Entry,2000,Female,Woman,No,,,"Albay,Daraga (Locsin)","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Tertiary Education Subsidy (TES),,Yes,4,My family socioeconomic status,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,,1.0,1.0,,,,,,1.0,,23
Student Survey Entry,2000,Male,Prefer not to say,No,,,"Albay,City Of Tabaco","Less than 25,000",No,Bicol University-Main,Local University and Colleges (LUC),Regular,Information Technology Education,Free Higher Education (FHE),,No,2,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,No,I will work part time to support it,,Books and other school materials,,1.0,,1.0,1.0,1.0,,,1.0,,,23
Student Survey Entry,2000,Female,Woman,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,3,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,,1.0,,,1.0,1.0,1.0,,23
Student Survey Entry,2001,Female,Woman,No,,,"Albay,Santo Domingo (Libog)","100,000 – 124,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,5,"My family socioeconomic status,My enrollment in state/government school",,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,22
Student Survey Entry,2000,Female,Prefer not to say,No,,,"Albay,Polangui","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),"DOST-SEI (RA 7687)









",No,7,"My family socioeconomic status,My enrollment in state/government school",,No,My parents or my other relatives will support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,,,1.0,1.0,1.0,,23
Student Survey Entry,1998,Female,Woman,Yes,Yakan,,"Aklan,Batan","75,000 – 99,999",Yes,Abada College,Private,Irregular,Architecture,"Free Higher Education (FHE),Tertiary Education Subsidy (TES)",,No,"[""5""]","My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,1.0,1.0,1.0,1.0,,,1.0,,,25
Student Survey Entry,2000,Female,Woman,No,,,"Albay,Camalig","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,No,5,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,Yes,My parents or my other relatives will support it,,"Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,1.0,,,1.0,1.0,,23
Student Survey Entry,2000,Male,Man,No,,,"Masbate,City Of Masbate (Capital)","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,6,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Subsidy for school activities,,1.0,,,1.0,,,,,1.0,,23
Student Survey Entry,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","50,000 – 74,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,No,6,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,"Uniform,Books and other school materials",,1.0,,,1.0,,,1.0,1.0,,,23
Student Survey Entry,2001,Male,Man,No,,,"Albay,Pio Duran","Less than 25,000",No,Bicol University-Main,Local University and Colleges (LUC),Regular,Information Technology Education,Free Higher Education (FHE),,No,6,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,Books and other school materials,,1.0,,,1.0,,,,1.0,,,22
Student Survey Entry,2001,Female,Woman,No,,,"Albay,Guinobatan","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,No,5,My enrollment in state/government school,,Yes,I will work part time to support it,,"Uniform,Subsidy for school activities",,1.0,,,1.0,,,1.0,,1.0,,22
Student Survey Entry,2001,Female,Woman,No,,,"Albay,Legazpi City (Capital)","100,000 – 124,999",Yes,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,6,My enrollment in state/government school,,Yes,I will work part time to support it,,Subsidy for school activities,,1.0,,,1.0,,,,,1.0,,22
Student Survey Entry,2001,Male,LGBTQIA+,No,,,"Masbate,San Jacinto","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,No,6,"My family socioeconomic status,My enrollment in state/government school,The type of course I am enrolled in",,No,I will work part time to support it,,"Uniform,Books and other school materials,Subsidy for school activities",,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,22
Student Survey Entry,2001,Female,Woman,No,,,"Sorsogon,Castilla","Less than 25,000",No,Bicol University-Main,State University and Colleges (SUC),Regular,Information Technology Education,Free Higher Education (FHE),,Yes,8,"My family socioeconomic status,My enrollment in state/government school",,Yes,I will work part time to support it,,"Others, please specify",Tuition Fee,1.0,,1.0,1.0,,,,,,1.0,22
Student Survey Entry,2000,Female,Woman,No,,,"Albay,Guinobatan","25,000 – 49,999",No,Bicol University-Main,State University and Colleges (SUC),Regular,Science and Mathematics,Free Higher Education (FHE),,Yes,5,My enrollment in state/government school,,Yes,My parents or my other relatives will support it,,"Books and other school materials,Subsidy for school activities",,1.0,,,1.0,,,,1.0,1.0,,23
