SURVEY_NAME,BIRTHDATE,SEX,GENDER,Q1,Q1_YES,Q1_OTHER,ADDRESS,FAMILY_INCOME,Q2,SCHOOL,SCHOOL_TYPE,COURSE,STUDY_YEARS,Q3,Q3_OTHER,Q4,Q4_YES,Q5,Q5_OTHER,Q6,Q7,Q8,Q9,Q9_YES,Q10,Q11,Q12,Q13,Q14,Q14_OTHER,Q5_International employment,Q5_Establish own business,Q5_Others,Q5_Obtain scholarship for graduate school,Q5_local employment (within),Q5_local employment (outside),Q14_Free Higher Education (FHE),Q14_Tertiary Education Subsidy (TES),AGE
Student Survey Exit,2000,Male,Man,No,,,"Albay,City Of Tabaco","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,2019-2023,No,,Yes,Work in the government for at least 2 years,Obtain scholarship for graduate school,,5,5,It was timely and well needed. Altough for some time after graduating my options are limited but after serving my contract i can broaden my horizons. I am glad that I had less financial troubles during my college days.,Yes,Improve the quality of education overall. Since free education is worthless if the facilities are behind the times,It was advantageous ,The pandemic and also the facilities and utilities which didn’t contribute much to my learning,Just studied hard although after graduating im not fully confident on my skills and knowledge learned from college,It can still be improved,,,,,,1.0,,,,,23.0
Student Survey Exit,2000,Male,Prefer not to say,No,,,"Albay,Camalig","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,2019-2023,No,,No,,"Local employment, within the region only ",,8,7,I was able to spend much of my time studying and/or focussing on my studies as a UAQTE recipient. This allows me and my family to save money and/or lower costs for my college education. I was also allowed to complete my education without worrying about tuition or other expenses.  ,Yes,"Maybe, cover other costs e.g. thesis fees, and provide allowance to students. ","It was a huge assistance to me and my family because it helped minimize the costs of my college education, which was especially helpful when my father was hospitalized and needed dialysis twice a week. ",The COVID-19 Pandemic ,Adapt to change. ,"It was great and highly beneficial to students and/or families, however it needs improvement and better  information dissemination. So, if I had to rate it, I'd give it an 8/10.",,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,City Of Ligao","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,4 Years,No,,Yes,Work in the country (public or private) for at least 2 years,"Others, please specify","I am planning to be employed within or outside of the region and apply for 
scholarship in graduate school afterwards. ",10,10,,Yes,,,,,,,,,,1.0,,,,,,23.0
Student Survey Exit,2001,Male,Man,No,,,"Camarines Norte,Daet (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS Biology",2019-2023,No,,Yes,,"Local employment, within the region only ",,3,5,It really helped me to not become a burden to my family.,Yes,Through social media platform,"Instead of allotting a fair amount of money to my schooling, I am grateful that my parents didn't have to worry about my education and focused more on working for my other younger siblings.",I think the pressure of maintaining decent grades.,I turned the feeling of pressure into motivation.,It is great but it can be better.,,,,,,,1.0,,,,22.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,Legazpi City (Capital)","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Computer Science,2019-2023,No,,No,,International employment,,5,5,I is very convenient and we don't have to worry about anything.,Yes,,It helped my family financially,,,It is very good for everyone,,,1.0,,,,,,,,22.0
Student Survey Exit,2001,Female,Woman,No,,,"Camarines Sur,Iriga City","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS Biology ",2019-2023,No,,Yes,Work in the government for at least 2 years,Obtain scholarship for graduate school,,7,8,"As a beneficiary of the UAQTE, I am able to enjoy free education and have the opportunity to study in Bicol University, an SUC in Bicol region. This helped my parents to manage financial aspects of our education. I am grateful to be a beneficiary of the UAQTE.",No,,This helped our family so much in terms of financial support of our studies.,None.,Not Applicable.,"It was a remarkable law to enact this kind of implementation, especially when it comes to education.",,,,,,1.0,,,,,22.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,City Of Tabaco","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,2019-2023,No,,No,,"Others, please specify",Med School,7,10,It has been great. Studying without having to think of paying tuition really helps in focusing. It's also a great help to families with not that high income.,No,,Very big help financially.,,,Amazing!,,,,,1.0,,,,,,22.0
Student Survey Exit,2000,Female,Woman,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS Biology ",4 years,No,,Yes,Work in the government for at least 2 years,"Local employment, within the region only ",,9,9, ,Yes,More benefits ,It helped me a lot in terms of financial ,  , , ,,,,,,,1.0,,,,23.0
Student Survey Exit,1999,Male,Man,No,,,"Albay,Guinobatan","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),bs biology,4,No,,No,,International employment,,2,5,not that good.,Yes,fix education system,have another college graduate in the family,lack of support from the government,becoming self-sufficient ,badly needs improvement,,,1.0,,,,,,,,24.0
Student Survey Exit,2001,Male,Man,No,,,"Sorsogon,Gubat","50,000 – 74,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Computer Science,4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,8,8,"As one of the beneficiaries, I was able to attend school without worrying financially. My family was able to use the fund for my college in other important matters. My parents didn’t need to work overtime to earn more money because of this financial aid",Yes,No suggestions ,It helped us a lot financially ,None ,,,,,,,,,,1.0,,,22.0
Student Survey Exit,2001,Male,Man,No,,,"Sorsogon,Gubat","25,000 – 49,999",Yes,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,4 years,No,,Yes,Work in the country (public or private) for at least 2 years,"Others, please specify",Medical School,5,9,I have was able to experience free tertiary education. This helped my family a lot in a lot of aspects especially financially. I obtained quality education and I am really grateful for this opportunity.,Yes,FHE can be improved if it can also cover miscellaneous fee.,It helped me and my family as it lessened the financially burden of getting a degree in college.,none,,It was very well implemented and I am looking forward to more improvements.,,,,,1.0,,,,,,22.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,City Of Ligao","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, Bachelor of Science in Biology",2019-2023,No,,Yes,Work in the country (public or private) for at least 2 years,Obtain scholarship for graduate school,,7,7,"As a beneficiary of UAQTE, I was able to experience free education in my chosen career. I was also exposed to different learning methods that will help my career development. Lastly, I was able to save money because of the benificiaries.",No,,UAQTE was able to help me and my family saves money and lessen monthly expenses of my family ,,,"UAQTE was a great help in financing students who came from poor families because it lessen their monthly expenses, help them save money and help students achieve their dream career.",,,,,,1.0,,,,,22.0
Student Survey Exit,2000,Female,Woman,No,,,"Sorsogon,Castilla","Less than 25,000",Yes,Bicol University-Main,State Universities and Colleges (SUCs),BS Computer Science,2019-2023,No,,No,,"Local employment, within the region only ",,10,10,"As a beneficiary of UAQTE I was able to have a good quality of education. By availing of this, there was no need to worry about tuition fees. And lastly, I am thankful for the great cause it has given to us, it helps us really big.",Yes,,Less worry and a great opportunity ,Other payments,I look for a part-time job ,Good,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,City Of Ligao","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS Biology",2019-2023,No,,No,,International employment,,10,10,"As a beneficiary of UAQTE, having free tuition is really important to students. Our family do not have high incomes so with the help of UAQTE, those who do not have enough money to pay for tuition fee can breath freely. It makes me make sure that I study hard and be thankful for UAQTE. ",Yes,Additional supplies that are important and necessary for students.,It makes me and my family to be grateful for the free scholarship.,,,Thankful to UAQTE and hopes it keeps on helping more students in the future.,,,1.0,,,,,,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,Malinao","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,2019-2023,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,9,10,"Lesser total expenses for university fees was helpful. I have another scholarship (DOST-SEI), so I was able to fully support myself independently for four years. It was a great opportunity to grow.",Yes,,I was able to live independently so my family had lesser burdens in terms of finance.,,,It is helpful.,,,,,,,1.0,,,,22.0
Student Survey Exit,2000,Male,Man,No,,,"Camarines Norte,Daet (Capital)","50,000 – 74,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Biology,4,No,,Yes,Work in the country (public or private) for at least 2 years,"Others, please specify",Will take a gap year and will enter medical school next year.,10,10,"As a beneficiary of this RA, I was able to continue my study with peace of mind. This helped me to focus on my goal without worrying about the tuition fee. Indeed, this RA is very beneficial to each and every student who greatly needs financial assistance and support due to their family status. ",Yes,Cover the other miscellaneous fees as much as possible.,UAQTE helped me and my family to ensure that my education will not be hindered due to financial instability and challenges.,,,UAQTE was really an excellent and commendable RA that the government provided to millions of Filipino students. But I know that there is still a lot of room for improvement and I am looking forward for it. Thank you for all the people behind this RA! ,,,,,1.0,,,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,4,No,,Yes,Work in the government for at least 2 years,Obtain scholarship for graduate school,,7,7,"Being one of the beneficiaries allowed me to waive other expenses during my college years. This helped my family in terms of financial expenses. Similarly, I was able to finish on time without financial hindrances.",No,,Encouraging and supportive.,None.,None.,"It is very helpful, especially in allowing everyone to have access to quality education.",,,,,,1.0,,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Sorsogon,Bulusan","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Computer Science,2019-2023,No,,No,,"Local employment, within the region only ",,6,6,"The UAQTE helped ease my parents expenses. We had more money for other stuff since the tuition was free. Therefore, we had more funds for school activities and school items",No,,It made tertiary education more attainable and undemanding.,I don't think I encountered any problems related to UAQTE.,"Again, I don't recall much problems related to UAQTE and if I did, I'd probably just seek help from my family and friends.",I am impressed and very much pleased with UAQTE.,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Male,LGBTQIA+,No,,,"Albay,Guinobatan","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"Bicol University College of Science, BS Biology",4,No,,No,,Obtain scholarship for graduate school,,9,9,"It's good. It relieves a large burden from students and parents. However, everyday expenses of attending school and costly academic requirements are problems that students may still encounter considering the heightened inflation rate these days.",Yes,Financial assistance for major academic requirements like research and the conduct of thesis studies,College was endurable and became lesser contributor to our financial struggles,The sudden shift to virtual conduct of classes in a non-conducive home environment during the peak of the CoVID-19 pandemic,Major adjustment and with the help of my peers,It's a good step towards universal educational accessibility,,,,,,1.0,,,,,23.0
Student Survey Exit,2001,Male,LGBTQIA+,No,,,"Albay,Daraga (Locsin)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS in Computer Science",4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, outside of the region ",,7,7,I'm down to earth grateful for the free higher education. I am also glad for everyone especially the indigent people being able to avail tertiary education for free. Now I'll be graduating and I'm more than happy.,No,,Ease on expenses,Not being able to graduate on time last month because of the pending deadlines for the most required output.,Pray,Please keep on helping other people get free education.,,,,,,,,1.0,,,22.0
Student Survey Exit,2000,Female,Woman,No,,,"Camarines Sur,Pili (Capital)","75,000 – 99,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"(College of Science, BS Biology)",4,No,,Yes,Work in the country (public or private) for at least 2 years,Obtain scholarship for graduate school,,8,8,"I did not have to rely on my parents to give me allowance, thanks to the monthly stipend. We were able to afford laboratory materials for our thesis. It certainly made our college journey so much more bearable.",Yes,,Less financial burden,Inconsistent stipend release,Manage daily expenses,"Its benefits go a long way, especially in thesis where we had no choice but to spend money from our own pockets due to lack of funding and school equipment. Because of the scholarship, we were able to finance our studies without being much of a burden to our parents.",,,,,,1.0,,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,City Of Tabaco","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,2019-2023,No,,Yes,Work in the government for at least 2 years,"Local employment, within the region only ",,7,10,"As a 4th year student who availed the free tertiary education, I am grateful for the opportunity to pursue my academic goals without the burden of tuition fees. It has relieved financial stress and allowed me to fully focus on my studies, paving the way for personal growth and future career prospects. However, I recognize the importance of continued investment in infrastructure and resources to maintain the quality of education for all students.",Yes,,"It lifted the financial burden, allowing me to focus solely on my studies. It increased accessibility, empowering us, students, from all backgrounds to pursue higher education. It fostered a sense of equality, ensuring that education was based on merit rather than financial status.",,,"Free tertiary education promotes equal access and reduces financial barriers, enabling more individuals to pursue higher education and contribute to societal and economic development. However, it requires careful implementation and funding strategies to ensure long-term sustainability and maintain the quality of education.",,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,City Of Tabaco","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,2019-2023,No,,Yes,Work in the government for at least 2 years,"Local employment, within the region only ",,7,10,"As a 4th year student who availed the free tertiary education, I am grateful for the opportunity to pursue my academic goals without the burden of tuition fees. It has relieved financial stress and allowed me to fully focus on my studies, paving the way for personal growth and future career prospects. However, I recognize the importance of continued investment in infrastructure and resources to maintain the quality of education for all students.",Yes,,"It lifted the financial burden, allowing me to focus solely on my studies. It increased accessibility, empowering us, students, from all backgrounds to pursue higher education. It fostered a sense of equality, ensuring that education was based on merit rather than financial status.",,,"Free tertiary education promotes equal access and reduces financial barriers, enabling more individuals to pursue higher education and contribute to societal and economic development. However, it requires careful implementation and funding strategies to ensure long-term sustainability and maintain the quality of education.",,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,Local Universities and Colleges (LUCs),"College of Science, BS in Meteorology",4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,8,10,"It was beneficial for me. I was able to gain quality knowledge in conceptual and pragmatic ways. More importantly, I was able to learn and study without worrying too much financially.",Yes,increase government funding ,"I could learn and study without worrying too much financially, which helped me and my family significantly.","I think I still encounter financial problems like the fare, academic activities, and allowance.",I took summer jobs. I also was able to avail educational assistance. ,It was beneficial for us students ,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Female,Man,No,,,"Sorsogon,Bulan","125,000 and above",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,4,No,,No,,"Others, please specify",Take NMAT and enter medical shool,5,8,The free tuition help our family a lot. ,Yes,,They don't worry about my tuition fee for every enrolment. They just focus on other expenses like allowance and boarding house rent. ,,,Very helpful and it should be implemented,,,,,1.0,,,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,City Of Ligao","75,000 – 99,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,2019-2023,No,,No,,"Local employment, within the region only ",,8,10,The most significant benefit of UAQTE for me is increased accessibility to education. Free education eliminates financial barriers that prevent families and individuals from pursuing higher education. It ensures that everyone has the equal opportunity to succeed and attain their professional goals regardless of socio-economic background. ,Yes,,"Reducing financial burden while guaranteeing a better access to quality education . It allows us, students, to concentrate on learning without struggling for payments or tuition, and thus more chances of academic and professional advancements.",,,Very satisfactory,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,City Of Ligao","75,000 – 99,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,2019-2023,No,,No,,"Local employment, within the region only ",,8,10,The most significant benefit of UAQTE for me is increased accessibility to education. Free education eliminates financial barriers that prevent families and individuals from pursuing higher education. It ensures that everyone has the equal opportunity to succeed and attain their professional goals regardless of socio-economic background. ,Yes,,"Reducing financial burden while guaranteeing a better access to quality education . It allows us, students, to concentrate on learning without struggling for payments or tuition, and thus more chances of academic and professional advancements.",,,Very satisfactory,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,4,No,,No,,"Local employment, within the region only ",,8,9, Being one of the beneficiaries of UAQTE really helped me a lot. I did not work a part-time job to pay for my own tuition fee. It also helps me focus on studying and learning.,No,,I was able to study in college right after graduating from high school.,"Providing for some requirements such as laboratory materials, and miscellaneous fees.","Thankfully, I passed the DOST-SEI scholarship exam and became one of their scholars.",UAQTE is really helpful to those who really want to pursue their dream career.,,,,,,,1.0,,,,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Daraga (Locsin)","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,2019-2023,No,,No,,"Local employment, within the region only ",,8,8,The UAQTE have helped me achieve the knowledge and understanding that I need to be able to fully accomplish my course. It also helped me gain important experiences that i can apply to future endeavours. ,Yes,Add some benefits ,My family have able to sent their children to state university with high quality education and free tuition which helped them spend less money. ,,,Excellent,,,,,,,1.0,,,,23.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,City Of Tabaco","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),Meteorology,4,No,,Yes,,Obtain scholarship for graduate school,,4,5,It helped me a lot in terms of financial aspect. ,No,,Lessen the burden of the family,,,"It is great, continue it. ",,,,,,1.0,,,,,22.0
Student Survey Exit,2001,Female,Woman,No,,,"Albay,City Of Ligao","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS Biology",2019-2023,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,10,10,"Through the assistanve of UAQTE, I was able to complete my tertiary degree without having to worry about tuition fees. With this, my family was able to support my academic endeavors without experiencing any financial hardships and the money that was supposedly for my tuition fees was set aside for my allowances. Finally, being able to focus on our studies without being concerned about our finances is a huge relief for us students.",No,,My family and I had no trouble financing my education thanks to UAQTE's assistance.,,,"For us students in higher education, UAQTE is a huge aid.",,,,,,,1.0,,,,22.0
Student Survey Exit,2000,Male,LGBTQIA+,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS in Computer Science",2019-2023,No,,No,,"Local employment, within the region only ",,8,10,"Thanks to the UAQTE, I had the opportunity to pursue higher education, which significantly improved my knowledge and skill set. Through the comprehensive curriculum and advanced learning materials, I gained a deeper understanding of my field of study and honed my abilities in practical applications. This valuable educational experience has equipped me with the necessary tools to excel in my professional endeavors and contribute effectively to my chosen industry.",Yes,"TES can be improved by carefully selecting students will less financial capabilities. As I observed some of the persons I know within the TES program is not even deserving but with the power of nepotism, anyone can be deserving.

FHE could be still be improved by providing the SUC's with higher budget translating into state of the art learning facilities. ",UAQTE enables my family to send me to school and bring pride to the family as the first person to obtain a degree in higher education. ,"The challenge I encountered as an FHE scholar, was the lack of proper and state-of-the-art facilities in my degree. Having so, could had been a great help in doing the theses and further application of theoretical knowledge.  In addition, the financial needs to sustain my daily needs to study in the university as I reside in the rural areas, far from the university. ","By providing my own set of equipment and availing online services to finish activities and test my knowledge. In terms of financial, I applied to different scholarships, luckily I become a dost scholar in my last 2 years of the 4 year course."," I would say 7, as it needs more improvement and the government should allocate more funds to finance state-of-the-art learning facilities to cultivate a globally competitive Filipino graduates. ",,,,,,,1.0,,,,23.0
Student Survey Exit,2001,Female,Prefer not to say,No,,,"Albay,Daraga (Locsin)","Less than 25,000",No,Bicol University-Main,Local Universities and Colleges (LUCs),BS Computer Science,2019-2023,No,,Yes,Work in the region (public or private) for at least 2 years,"Local employment, within the region only ",,6,7,Availing free education in tertiary level is such an honor and has a lot of contribution on my education.,No,,It lessen the worries of my parent,none,none,Very good,,,,,,,1.0,,,,22.0
Student Survey Exit,2000,Male,Woman,No,,,"Sorsogon,Pilar","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"Bicol University, College of Science, Computer Science",4 years,No,,No,,"Local employment, within the region only ",,7,6,The experience is good.,Yes,Increase the amount.,"It helped me to finance to finish my course, specially when the pandemic strikes.",,,Very good,,,,,,,1.0,,,,23.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,Daraga (Locsin)","75,000 – 99,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS-Meteorology,2019-2023,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,8,9,"When my sister was still in college in the same university, my parents struggled to pay for her tuition. But now that tuitions are shouldered by the government, it has been a really great help for us. Personally, UAQTE has been a really big help in finishing my college study. ",Yes,"Sometimes, release of stipend are delayed, although it is understandable that there are circumstances that causes them, I think that it is hard for students living alone and relying on their scholarships to be able to survive on their day-to-day. ",Having free tuitions on state universities allowed my family to instead allocate our budget to the improvement of our house. ,"Regarding the UAQTE, I haven't really encountered any challenges.  ",,"It is implemented well and very helpful to Filipino youth. But I think that the universities should screen their students more to identify which students really deserve it. I think that students from wealthy or students from family that are financially stable should not be able to avail it, and rather give it to others who are really struggling financially.",,,,,,,1.0,,,,22.0
Student Survey Exit,1999,Male,Man,No,,,"Sorsogon,City Of Sorsogon (Capital)","50,000 – 74,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Computer Science,5,,,No,,"Local employment, outside of the region ",,10,10,"It is so great that it was provided to all of us automatically without us giving any requirements. Free Tuition is so helpful to my family that they have focused in providing me with enough money to stay at dormitories without having to worry about what I will eat. I still don't know what the obligations are after graduating, I/we were not informed in any way.",Yes,"in FHE, give some details about the obligations that all of us students need","The tuition that was supposed to be paid gave way to start a business, it also lessened the burden of me studying in college","Shifting course, I had to start another year. So I was delayed.",I just studied to give justice on why I shifted in the first place,I think it is great,,,,,,,,1.0,,,24.0
Student Survey Exit,2000,Male,LGBTQIA+,No,,,"Albay,Legazpi City (Capital)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"Bicol University College of Science, BS in Computer Science",4,No,,No,,"Local employment, outside of the region ",,5,7,"It's really helpful, specially for those unprivilege students that having a hard time earning money like me. Without it my parents will work double time or maybe triple time just to attend classes for 4 years. Thank you for this it's indeed beneficial for everyone.",Yes,,It is Financially helpful because of the free tuition and other school expences that are free because of the UAQTE.,In my experience I think I haven't encounter such big challenges regards with the UAQTE theres still a lot of expenses in the university but I think It's normal because not everything are coverwd by the UAQTe for ex is the event fees.,I dont have an answer for this question. The UAQTEA is so far so good.,It's really helpful as Ive said. A 9/10.,,,,,,,,1.0,,,23.0
Student Survey Exit,2000,Male,Man,Yes,,,"Camarines Sur,Gainza","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology,2019-2023,No,,No,,Obtain scholarship for graduate school,,9,10,"The UAQTE provides free access to education which is beneficial to many. Despite being free, quality education was still provided by the school. I also like the fact that the selection process to students eligible to enroll to SUCs were intensified and refined because of this UAQTE.",Yes,Perhaps school facilities and internet connection may be improves to promote and conducive space to learning.,It impacted our family positively since they do not anymore need to think about paying of school tuitions.,Some students needed to study outside their provinces because of the non-availability of their desired courses on the SUCs inside their province.,I studied out of the province,It was NICE,Free Higher Education (FHE),,,,,1.0,,,1.0,,23.0
Student Survey Exit,2001,Male,Man,No,,,"Albay,Daraga (Locsin)","Less than 25,000",No,Bicol University-Main,State Universities and Colleges (SUCs),"College of Science, BS Biology",2019-2023,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,8,10,"Being able to pursue tertiary education without worrying much of the financial burden has been a life-changing experience for me. I have been able to enroll in my dream course and school. It allowed me to focus on my studies which enabled me to excel academically. It means more than just financial aid to me; it has inspired and motivated me throughout my academic journey, and I hope one day to pay it forward.",Yes,,It had a good impact on my family because they no longer have to worry about financing my schooling or taking out loans that would put a strain on their finances. They were able to concentrate on other important aspects such as providing for our basic needs and supporting my siblings' education. ,Although I'm fortunate to have been blessed with a scholarship grant its still not enough to cover my expenses.,I try to look for part-time jobs as much as possible.,"UAQTE is an essential policy especially for those students from low-income families like mine. More importantly, it guarantees that all students, no matter their socioeconomic backgrounds, have equal opportunities and can pursue their goals in life without being constrained by money.",,,,,,,1.0,,,,22.0
Student Survey Exit,2000,Female,Prefer not to say,No,,,"Masbate,Esperanza","Less than 25,000",Yes,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Information Technology,2018-2023,No,,Yes,Work in the government for at least 2 years,"Local employment, within the region only ",,7,7,"As a Tertiary Education Subsidy scholar it has a big help to support my studies since i was rented a boarding beacuse the loacation of my school is very far from my home,  it really help to support my food allowance and boarding house.",Yes,my suggestion is to improved their processing of papers because it is taking months in order to received our fund,for me it really help to me and to my  family for supporting my studies.,delay of release of funds,we are patiently waiting for the process and released,it is really good and helpful to the students that are willing to study and they are lack of financial support.,Tertiary Education Subsidy (TES),,,,,,1.0,,,1.0,23.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Camalig","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology ,4,No,,No,,Obtain scholarship for graduate school,,4,4,"The UAQTE Act made a significant difference in my life and the lives of many students in similar circumstances. It opened doors to higher education that were previously closed due to financial limitations, empowering students to pursue their educational aspirations and contribute to the country's development. However, there are always areas to improve the UAQTE act.",Yes,"Funding and sustainability;
Expanded coverage such as learning materials, transportation, and living costs; and
Enhanced monitoring and evaluation ","It was a great help financially, especially that my father is only a contractual worker and my mother is a house wife. ","Inequitable distribution of benefits
Limited capacity of educational institution
Insufficient funding",Utilizing available resources and seeking support from groups and peers,Good,Free Higher Education (FHE),,,,,1.0,,,1.0,,23.0
Student Survey Exit,2000,Male,Man,No,,,"Albay,Legazpi City (Capital)","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),Bachelor of Science in Computer Science,2019-2023,No,,No,,"Local employment, within the region only ",,8,8,Help me save more money,Yes,Provide more support in other student expenses such as school events or the like ,The UAQTE helped my family save some money in my education ,Nothing,Nothing,"Good, keep up the good work",Free Higher Education (FHE),,,,,,1.0,,1.0,,23.0
Student Survey Exit,1999,Male,LGBTQIA+,No,,,"Albay,Manito","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Biology ,4,No,,Yes,Work in the government for at least 2 years,"Others, please specify",Take education methods. ,7,8,"This program, helps me a lot in maintaining my self confidence which I think necessary for future endeavor. The program also allows me to attain my goals and objectives in college, but due to pandemic some things change, but that doesn't stop the programs goal for students like me. UAQTE open doors for everyone to gradually mold their skills and knowledge for what ever field they want in life. ",Yes,There should be some community based programs that involves the skills and talents of the beneficiaries to further nurture their holistic well-being. ,This provides me door for a better future that could probably end my family's hustle. ,Pandemic ,Help from family and friends ,So far so good,Free Higher Education (FHE),,,,1.0,,,,1.0,,24.0
Student Survey Exit,2000,Female,Woman,No,,,"Albay,Daraga (Locsin)","Less than 25,000",Yes,Bicol University-Main,State Universities and Colleges (SUCs),BS BIOLOGY,4,No,,Yes,Work in the country (public or private) for at least 2 years,"Local employment, within the region only ",,7,8, ,Yes, , , , , ,Free Higher Education (FHE),,,,,,1.0,,1.0,,23.0
Student Survey Exit,1999,Male,Man,No,,,"Albay,Daraga (Locsin)","25,000 – 49,999",No,Bicol University-Main,State Universities and Colleges (SUCs),BS Computer Science,5,No,,Yes,,"Local employment, outside of the region ",,10,10,I am now graduating because of it,Yes,Additional budget for education for the students who are really in need devices especially during the pandemic. The students needed to have an access on the online classes.,My educations is no longer a huge burden to my family. My family can spend the money in other important things that paying tuition fees,UAQTE give opportunity for the students to have good education but problems like the pandemic really gave a huge burden to the students especially for the student that cant access online classes. Even in the blended learning when the students needs to participate in onsite and online classes. Basically the blended learning gave more problems for the students financially,spend less in other needs and just use the money for transportation and internet access,its great just to be connected or be involved to a university and have an opportunity to learn without the burden of paying tuition fees,Free Higher Education (FHE),,,,,,,1.0,1.0,,24.0
